retrievers,hit_rate,mrr,cost_time
gemini-embedding-001_top_1_eval,0.6978193146417445,0.6978193146417445,85.06226539611816
gemini-embedding-001_top_2_eval,0.8161993769470405,0.7570093457943925,37.93597221374512
gemini-embedding-001_top_3_eval,0.8722741433021807,0.7757009345794392,36.97609901428223
gemini-embedding-001_top_4_eval,0.9065420560747663,0.7842679127725857,42.53506660461426
gemini-embedding-001_top_5_eval,0.9221183800623053,0.7873831775700935,44.27075386047363
