retrievers,hit_rate,mrr,cost_time
bm25_top_1_eval,0.7975077881619937,0.7975077881619937,461.2770080566406
bm25_top_2_eval,0.8535825545171339,0.8255451713395638,510.3020668029785
bm25_top_3_eval,0.9003115264797508,0.8411214953271028,570.6708431243896
bm25_top_4_eval,0.9158878504672897,0.8450155763239875,420.72606086730957
bm25_top_5_eval,0.940809968847352,0.8500000000000001,388.5960578918457
