retrievers,hit_rate,mrr,cost_time
ensemble_rerank_top_1_eval,0.8473520249221184,0.8473520249221184,224341.0999774933
ensemble_rerank_top_2_eval,0.9003115264797508,0.8769470404984424,240390.42401313782
ensemble_rerank_top_3_eval,0.9439252336448598,0.9023883696780893,262358.52098464966
ensemble_rerank_top_4_eval,0.956386292834891,0.9029075804776738,283904.7632217407
ensemble_rerank_top_5_eval,0.9688473520249221,0.9027518172377986,279035.9160900116
