retrievers,hit_rate,mrr,cost_time
ensemble_rerank_top_1_eval,0.8255451713395638,0.8255451713395638,185298.18487167358
ensemble_rerank_top_2_eval,0.8785046728971962,0.8489096573208723,181731.88090324402
ensemble_rerank_top_3_eval,0.9345794392523364,0.8686396677050884,183446.2239742279
ensemble_rerank_top_4_eval,0.9470404984423676,0.8720145379023883,187315.14310836792
ensemble_rerank_top_5_eval,0.956386292834891,0.8693146417445483,183698.34113121033
