retrievers,hit_rate,mrr,cost_time
ensemble_rerank_top_1_eval,0.8348909657320872,0.8348909657320872,2140632.404088974
ensemble_rerank_top_2_eval,0.9034267912772586,0.8785046728971962,2157657.287120819
